Разъем;Вывод;Вывод
;282;
;283;
;284;1, 5, 25, 125, 164, 184, 323, 343, 443, 482, 502, 602, 641, 661, 761
;285;
;286;
;287;
;288;
;289;26, 130, 448, 607, 766
;290;
;291;
;292;
;293;
;294;27, 135, 453, 612, 771
;295;
;296;
;297;
;298;
;299;28, 140, 458, 617, 776
;300;
;301;
;302;
;303;
;304;29, 145, 463, 622, 781
;305;
;306;
;307;
;308;
;309;6, 30, 150, 189, 348, 468, 507, 627, 666, 786
;310;
;311;
;312;
;313;
;314;31, 155, 473, 632, 791
;315;
;316;
;317;
;318;
;319;32, 160, 478, 637, 796
;320;
;321;
;322;
;323;1, 5, 25, 125, 164, 184, 284, 343, 443, 482, 502, 602, 641, 661, 761
;324;
;325;
;326;
;327;
;328;2, 10, 12, 50, 60, 169, 209, 219, 368, 378, 487, 527, 537, 646, 686, 696
;329;
;330;
;331;
;332;
;333;3, 15, 75, 174, 234, 393, 492, 552, 651, 711
;334;
;335;
;336;
;337;
;338;4, 20, 100, 179, 259, 418, 497, 577, 656, 736
;339;
;340;
;341;
;342;
;343;1, 5, 25, 125, 164, 184, 284, 323, 443, 482, 502, 602, 641, 661, 761
;344;
;345;
;346;
;347;
;348;6, 30, 150, 189, 309, 468, 507, 627, 666, 786
;349;
;350;
;351;
;352;
;353;7, 8, 35, 40, 194, 199, 358, 512, 517, 671, 676
;354;
;355;
;356;
;357;
;358;7, 8, 35, 40, 194, 199, 353, 512, 517, 671, 676
;359;
;360;
;361;
;362;
;363;9, 45, 204, 522, 681
;364;
;365;
;366;
;367;
;368;2, 10, 12, 50, 60, 169, 209, 219, 328, 378, 487, 527, 537, 646, 686, 696
;369;
;370;
;371;
;372;
;373;11, 55, 214, 532, 691
;374;
;375;
;376;
;377;
;378;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 487, 527, 537, 646, 686, 696
;379;
;380;
;381;
;382;
;383;13, 65, 224, 542, 701
;384;
;385;
;386;
;387;
;388;14, 70, 229, 547, 706
;389;
;390;
;391;
;392;
;393;3, 15, 75, 174, 234, 333, 492, 552, 651, 711
;394;
;395;
;396;
;397;
;398;16, 80, 239, 557, 716
;399;
;400;
;401;
;402;
;403;17, 24, 85, 120, 244, 279, 438, 562, 597, 721, 756
;404;
;405;
;406;
;407;
;408;18, 90, 249, 567, 726
;409;
;410;
;411;
;412;
;413;19, 95, 254, 572, 731
;414;
;415;
;416;
;417;
;418;4, 20, 100, 179, 259, 338, 497, 577, 656, 736
;419;
;420;
;421;
;422;
;423;21, 105, 264, 582, 741
;424;
;425;
;426;
;427;
;428;22, 110, 269, 587, 746
;429;
;430;
;431;
;432;
;433;23, 115, 274, 592, 751
;434;
;435;
;436;
;437;
;438;17, 24, 85, 120, 244, 279, 403, 562, 597, 721, 756
;439;
;440;
;441;
;442;
;443;1, 5, 25, 125, 164, 184, 284, 323, 343, 482, 502, 602, 641, 661, 761
;444;
;445;
;446;
;447;
;448;26, 130, 289, 607, 766
;449;
;450;
;451;
;452;
;453;27, 135, 294, 612, 771
;454;
;455;
;456;
;457;
;458;28, 140, 299, 617, 776
;459;
;460;
;461;
;462;
;463;29, 145, 304, 622, 781
;464;
;465;
;466;
;467;
;468;6, 30, 150, 189, 309, 348, 507, 627, 666, 786
;469;
;470;
;471;
;472;
;473;31, 155, 314, 632, 791
;474;
;475;
;476;
;477;
;478;32, 160, 319, 637, 796
;479;
;480;
;481;
;482;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 502, 602, 641, 661, 761
;483;
;484;
;485;
;486;
;487;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 527, 537, 646, 686, 696
;488;
;489;
;490;
;491;
;492;3, 15, 75, 174, 234, 333, 393, 552, 651, 711
;493;
;494;
;495;
;496;
;497;4, 20, 100, 179, 259, 338, 418, 577, 656, 736
;498;
;499;
;500;
;501;
;502;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 482, 602, 641, 661, 761
;503;
;504;
;505;
;506;
;507;6, 30, 150, 189, 309, 348, 468, 627, 666, 786
;508;
;509;
;510;
;511;
;512;7, 8, 35, 40, 194, 199, 353, 358, 517, 671, 676
;513;
;514;
;515;
;516;
;517;7, 8, 35, 40, 194, 199, 353, 358, 512, 671, 676
;518;
;519;
;520;
;521;
;522;9, 45, 204, 363, 681
;523;
;524;
;525;
;526;
;527;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 487, 537, 646, 686, 696
;528;
;529;
;530;
;531;
;532;11, 55, 214, 373, 691
;533;
;534;
;535;
;536;
;537;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 487, 527, 646, 686, 696
;538;
;539;
;540;
;541;
;542;13, 65, 224, 383, 701
;543;
;544;
;545;
;546;
;547;14, 70, 229, 388, 706
;548;
;549;
;550;
;551;
;552;3, 15, 75, 174, 234, 333, 393, 492, 651, 711
;553;
;554;
;555;
;556;
;557;16, 80, 239, 398, 716
;558;
;559;
;560;
;561;
;562;17, 24, 85, 120, 244, 279, 403, 438, 597, 721, 756
;563;
;564;
;565;
;566;
;567;18, 90, 249, 408, 726
;568;
;569;
;570;
;571;
;572;19, 95, 254, 413, 731
;573;
;574;
;575;
;576;
;577;4, 20, 100, 179, 259, 338, 418, 497, 656, 736
;578;
;579;
;580;
;581;
;582;21, 105, 264, 423, 741
;583;
;584;
;585;
;586;
;587;22, 110, 269, 428, 746
;588;
;589;
;590;
;591;
;592;23, 115, 274, 433, 751
;593;
;594;
;595;
;596;
;597;17, 24, 85, 120, 244, 279, 403, 438, 562, 721, 756
;598;
;599;
;600;
;601;
;602;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 482, 502, 641, 661, 761
;603;
;604;
;605;
;606;
;607;26, 130, 289, 448, 766
;608;
;609;
;610;
;611;
;612;27, 135, 294, 453, 771
;613;
;614;
;615;
;616;
;617;28, 140, 299, 458, 776
;618;
;619;
;620;
;621;
;622;29, 145, 304, 463, 781
;623;
;624;
;625;
;626;
;627;6, 30, 150, 189, 309, 348, 468, 507, 666, 786
;628;
;629;
;630;
;631;
;632;31, 155, 314, 473, 791
;633;
;634;
;635;
;636;
;637;32, 160, 319, 478, 796
;638;
;639;
;640;
;641;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 482, 502, 602, 661, 761
;642;
;643;
;644;
;645;
;646;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 487, 527, 537, 686, 696
;647;
;648;
;649;
;650;
;651;3, 15, 75, 174, 234, 333, 393, 492, 552, 711
;652;
;653;
;654;
;655;
;656;4, 20, 100, 179, 259, 338, 418, 497, 577, 736
;657;
;658;
;659;
;660;
;661;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 482, 502, 602, 641, 761
;662;
;663;
;664;
;665;
;666;6, 30, 150, 189, 309, 348, 468, 507, 627, 786
;667;
;668;
;669;
;670;
;671;7, 8, 35, 40, 194, 199, 353, 358, 512, 517, 676
;672;
;673;
;674;
;675;
;676;7, 8, 35, 40, 194, 199, 353, 358, 512, 517, 671
;677;
;678;
;679;
;680;
;681;9, 45, 204, 363, 522
;682;
;683;
;684;
;685;
;686;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 487, 527, 537, 646, 696
;687;
;688;
;689;
;690;
;691;11, 55, 214, 373, 532
;692;
;693;
;694;
;695;
;696;2, 10, 12, 50, 60, 169, 209, 219, 328, 368, 378, 487, 527, 537, 646, 686
;697;
;698;
;699;
;700;
;701;13, 65, 224, 383, 542
;702;
;703;
;704;
;705;
;706;14, 70, 229, 388, 547
;707;
;708;
;709;
;710;
;711;3, 15, 75, 174, 234, 333, 393, 492, 552, 651
;712;
;713;
;714;
;715;
;716;16, 80, 239, 398, 557
;717;
;718;
;719;
;720;
;721;17, 24, 85, 120, 244, 279, 403, 438, 562, 597, 756
;722;
;723;
;724;
;725;
;726;18, 90, 249, 408, 567
;727;
;728;
;729;
;730;
;731;19, 95, 254, 413, 572
;732;
;733;
;734;
;735;
;736;4, 20, 100, 179, 259, 338, 418, 497, 577, 656
;737;
;738;
;739;
;740;
;741;21, 105, 264, 423, 582
;742;
;743;
;744;
;745;
;746;22, 110, 269, 428, 587
;747;
;748;
;749;
;750;
;751;23, 115, 274, 433, 592
;752;
;753;
;754;
;755;
;756;17, 24, 85, 120, 244, 279, 403, 438, 562, 597, 721
;757;
;758;
;759;
;760;
;761;1, 5, 25, 125, 164, 184, 284, 323, 343, 443, 482, 502, 602, 641, 661
;762;
;763;
;764;
;765;
;766;26, 130, 289, 448, 607
;767;
;768;
;769;
;770;
;771;27, 135, 294, 453, 612
;772;
;773;
;774;
;775;
;776;28, 140, 299, 458, 617
;777;
;778;
;779;
;780;
;781;29, 145, 304, 463, 622
;782;
;783;
;784;
;785;
;786;6, 30, 150, 189, 309, 348, 468, 507, 627, 666
;787;
;788;
;789;
;790;
;791;31, 155, 314, 473, 632
;792;
;793;
;794;
;795;
;796;32, 160, 319, 478, 637
;797;
;798;
;799;
;800;
